0	3	NU	NLBL	B_CLS	B_SENT	N	-
445	นี้	AJ	DDAC	I_CLS	I_SENT	N	-
446	ไป	VV	XVAE	E_CLS	I_SENT	N	-

447	ดังนั้น	CC	JSBR	B_CLS	B_SENT	Contingency.Cause.Result	-
448	_	PU	NCMN	I_CLS	I_SENT	N	-
449	หาก	CC	JSBR	I_CLS	I_SENT	Contingency.Condition.Arg2-As-Cond	-
450	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
451	นักการเมือง	NN	NCMN	E_CLS	I_SENT	N	-
452	ที่	CC	PREL	B_CLS	I_SENT	N	-
453	มี	VV	VSTA	I_CLS	I_SENT	N	-
454	จริยธรรม	NN	NCMN	I_CLS	I_SENT	N	-
455	เพียงพอ	VV	VSTA	I_CLS	I_SENT	N	-
456	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-
457	ออก	AV	VACT	I_CLS	I_SENT	N	-
458	มา	AV	XVAE	I_CLS	I_SENT	N	-
459	แสดง	VV	VACT	I_CLS	I_SENT	N	-
460	ความ	FX	FIXN	I_CLS	I_SENT	N	-
461	รับผิดชอบ	VV	VSTA	I_CLS	I_SENT	N	-
462	ก่อน	PS	RPRE	E_CLS	I_SENT	Temporal.Asynchronous.Precedence	-
463	ที่	CC	PREL	B_CLS	I_SENT	N	-
464	ความ	FX	FIXN	I_CLS	I_SENT	N	-
465	จริง	VV	VATT	I_CLS	I_SENT	N	-
466	จะ	AX	XVBM	I_CLS	I_SENT	N	-
467	ถูก	AX	XVAM	I_CLS	I_SENT	N	-
468	เปิดเผย	VV	VACT	I_CLS	I_SENT	N	-
469	มาก	VV	ADVN	I_CLS	I_SENT	N	-
470	กว่า	PS	JCMP	I_CLS	I_SENT	N	-
471	นี้	PR	DDAC	I_CLS	I_SENT	N	-
472	_	PU	XVBM	I_CLS	I_SENT	N	-
473	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-
474	ออก	AV	VACT	I_CLS	I_SENT	N	-
475	มา	AV	XVAE	I_CLS	I_SENT	N	-
476	รับผิดชอบ	VV	VSTA	I_CLS	I_SENT	N	-
477	ต่อ	PS	RPRE	I_CLS	I_SENT	N	-
478	จริยธรรม	NN	NCMN	E_CLS	I_SENT	N	-
479	ที่	CC	PREL	B_CLS	I_SENT	N	-
480	ตัวเอง	PR	PDMN	I_CLS	I_SENT	N	-
481	มัก	AX	XVBM	I_CLS	I_SENT	N	-
482	อวดอ้าง	VV	VACT	I_CLS	I_SENT	N	-
483	_	PU	NCMN	I_CLS	I_SENT	N	-
484	วัน	NN	NCMN	I_CLS	I_SENT	N	-
485	นี้	AJ	DDAC	I_CLS	I_SENT	N	-
486	หมด	VV	VSTA	I_CLS	I_SENT	N	-
487	ความ	FX	FIXN	I_CLS	I_SENT	N	-
488	น่า	FX	VSTA	I_CLS	I_SENT	N	-
489	เชื่อถือ	VV	VSTA	I_CLS	I_SENT	N	-
490	ใน	PS	RPRE	I_CLS	I_SENT	N	-
491	สายตา	NN	NCMN	I_CLS	I_SENT	N	-
492	ประชาชน	NN	NCMN	I_CLS	I_SENT	N	-
493	ไป	VV	XVAE	I_CLS	I_SENT	N	-
494	แล้ว	AX	XVAE	E_CLS	I_SENT	N	-

495	ส่วน	CC	NCMN	B_CLS	B_SENT	Expansion.Conjunction	-
496	นาย	NN	NTTL	I_CLS	I_SENT	N	-
497	จิรายุ	NN	NPRP	I_CLS	I_SENT	N	-
498	_	PU	NCMN	I_CLS	I_SENT	N	-
499	ห่วงทรัพย์	NN	NCMN	I_CLS	I_SENT	N	-
500	_	PU	NCMN	I_CLS	I_SENT	N	-
501	รอง	NN	VATT	I_CLS	I_SENT	N	-
502	โฆษก	NN	NCMN	I_CLS	I_SENT	N	-
503	พรรค	NN	NCMN	I_CLS	I_SENT	N	-
504	เพื่อ	CC	RPRE	I_CLS	I_SENT	N	-
505	ไทย	NN	NPRP	I_CLS	I_SENT	N	-
506	_	PU	NCMN	I_CLS	I_SENT	N	-
507	ได้	AX	XVAM	I_CLS	I_SENT	N	-
508	เรียกร้อง	VV	VSTA	I_CLS	I_SENT	N	-
509	ต่อ	PS	RPRE	I_CLS	I_SENT	N	-
510	ผู้	FX	PPRS	I_CLS	I_SENT	N	-
511	บริหาร	VV	VACT	I_CLS	I_SENT	N	-
512	โครงการ	NN	NCMN	E_CLS	I_SENT	N	-
513	_	PU	NCMN	O	I_SENT	N	-
514	ว่า	CC	JSBR	B_CLS	I_SENT	N	-
515	_	PU	NCMN	O	I_SENT	N	-
516	อย่า	VV	VACT	B_CLS	I_SENT	N	-
517	ไป	AV	XVAE	I_CLS	I_SENT	N	-
518	แจ้ง	VV	VACT	I_CLS	I_SENT	N	-
519	ความ	FX	FIXN	I_CLS	I_SENT	N	-
520	จับ	VV	VACT	I_CLS	I_SENT	N	-
521	เจ้าหน้าที่	NN	NCMN	I_CLS	I_SENT	N	-
522	ของ	PS	RPRE	I_CLS	I_SENT	N	-
523	ตัวเอง	PR	PDMN	E_CLS	I_SENT	N	-
524	_	PU	NCMN	O	I_SENT	N	-
525	เพราะ	CC	JSBR	B_CLS	I_SENT	Contingency.Cause.Reason	-
526	เหมือน	VV	VSTA	I_CLS	I_SENT	N	-
527	กับ	PS	RPRE	I_CLS	I_SENT	N	-
528	การ	FX	FIXN	I_CLS	I_SENT	N	-
529	หักหลัง	VV	VACT	I_CLS	I_SENT	N	-
530	ลูกน้อง	NN	NCMN	E_CLS	I_SENT	N	-
531	_	PU	NCMN	O	I_SENT	N	-
532	ให้	CC	JSBR	B_CLS	I_SENT	N	-
533	ลูกน้อง	NN	VSTA	I_CLS	I_SENT	N	-
534	ซวย	VV	VACT	I_CLS	I_SENT	N	-
535	ไป	AV	XVAE	I_CLS	I_SENT	N	-
536	ก่อน	AV	RPRE	I_CLS	I_SENT	N	-
537	_	PU	NCMN	I_CLS	I_SENT	N	-
538	และ	CC	JCRG	I_CLS	I_SENT	Expansion.Conjunction	-
539	หาก	CC	JSBR	I_CLS	I_SENT	Contingency.Condition.Arg2-As-Cond	-
540	ใคร	PR	PNTR	I_CLS	I_SENT	N	-
541	ที่	CC	PREL	I_CLS	I_SENT	N	-
542	คิด	VV	VACT	E_CLS	I_SENT	N	-
543	ว่า	CC	JSBR	B_CLS	I_SENT	N	-
544	ถูก	AX	XVAM	I_CLS	I_SENT	N	-
545	บังคับ	VV	VACT	E_CLS	I_SENT	N	-
546	ให้	CC	JSBR	B_CLS	I_SENT	N	-
547	สมรู้ร่วม	VV	VACT	I_CLS	I_SENT	N	-
548	คิด	VV	VACT	I_CLS	I_SENT	N	-
549	ก็	CC	JSBR	I_CLS	I_SENT	Temporal.Asynchronous.Precedence	-
550	ขอ	VV	VACT	E_CLS	I_SENT	N	-
551	ให้	CC	JSBR	B_CLS	I_SENT	N	-
552	ไป	AV	VACT	I_CLS	I_SENT	N	-
553	แจ้ง	VV	VACT	I_CLS	I_SENT	N	-
554	ความ	FX	FIXN	E_CLS	I_SENT	N	-
555	เพื่อ	CC	JSBR	B_CLS	I_SENT	Contingency.Condition.Arg1-As-Cond	-
556	ปกป้อง	VV	VACT	I_CLS	I_SENT	N	-
557	ตัวเอง	PR	PDMN	E_CLS	I_SENT	N	-
558	_	PU	NCMN	O	I_SENT	N	-
559	เพื่อ	CC	RPRE	B_CLS	I_SENT	N	-
560	ความ	FX	FIXN	I_CLS	I_SENT	N	-
561	สบายใจ	VV	VSTA	E_CLS	I_SENT	N	-

562	สำหรับ	PS	RPRE	B_CLS	B_SENT	N	-
563	ประธาน	NN	NCMN	I_CLS	I_SENT	N	-
564	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
565	และ	CC	JCRG	I_CLS	I_SENT	N	-
566	ข้าราชการ	NN	NCMN	I_CLS	I_SENT	N	-
567	นั้น	AJ	DDAC	I_CLS	I_SENT	N	-
568	_	PU	VACT	I_CLS	I_SENT	N	-
569	หาก	CC	JSBR	I_CLS	I_SENT	Contingency.Condition.Arg2-As-Cond	-
570	ไม่	NG	NEG	I_CLS	I_SENT	N	-
571	มี	VV	VSTA	I_CLS	I_SENT	N	-
572	ส่วน	NN	NCMN	I_CLS	I_SENT	N	-
573	รู้เห็น	VV	VSTA	I_CLS	I_SENT	N	-
574	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-
575	แสดง	VV	VACT	I_CLS	I_SENT	N	-
576	ความ	FX	FIXN	I_CLS	I_SENT	N	-
577	บริสุทธิ์ใจ	VV	VSTA	E_CLS	I_SENT	N	-
578	โดย	CC	RPRE	B_CLS	I_SENT	Contingency.Purpose.Arg1-As-Goal	-
579	ไป	AV	VACT	I_CLS	I_SENT	N	-
580	ลง	AV	XVAE	I_CLS	I_SENT	N	-
581	บันทึก	VV	NCMN	I_CLS	I_SENT	N	-
582	ประจำ	VV	VATT	I_CLS	I_SENT	N	-
583	วัน	NN	NCMN	I_CLS	I_SENT	N	-
584	ไว้	AX	XVAE	E_CLS	I_SENT	N	-
585	ว่า	CC	JSBR	B_CLS	I_SENT	N	-
586	ไม่	NG	NEG	I_CLS	I_SENT	N	-
587	มี	VV	VSTA	I_CLS	I_SENT	N	-
588	ส่วน	NN	NCMN	I_CLS	I_SENT	N	-
589	เกี่ยวข้อง	VV	VSTA	I_CLS	I_SENT	N	-
590	_	PU	NCMN	I_CLS	I_SENT	N	-
591	ทั้งนี้	CC	JCRG	E_CLS	I_SENT	Expansion.GenExpansion	-
592	_	PU	NCMN	O	I_SENT	N	-
593	ก็	CC	JSBR	B_CLS	I_SENT	N	-
594	เพื่อ	CC	JSBR	I_CLS	I_SENT	N	-
595	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
596	ประโยชน์	NN	NCMN	I_CLS	I_SENT	N	-
597	กับ	PS	RPRE	I_CLS	I_SENT	N	-
598	ตัวเอง	PR	PDMN	E_CLS	I_SENT	N	-

599	ทั้งนี้	CC	JCRG	B_CLS	B_SENT	Expansion.GenExpansion	-
600	_	PU	NCMN	I_CLS	I_SENT	N	-
601	ฝ่าย	NN	NCMN	I_CLS	I_SENT	N	-
602	ค้าน	VV	NCMN	I_CLS	I_SENT	N	-
603	ได้	AX	XVAM	I_CLS	I_SENT	N	-
604	เรียกร้อง	VV	VSTA	E_CLS	I_SENT	N	-
605	ให้	CC	JSBR	B_CLS	I_SENT	N	-
606	นาย	NN	NTTL	I_CLS	I_SENT	N	-
607	กอร์ปศักดิ์	NN	NPRP	I_CLS	I_SENT	N	-
608	_	PU	NCMN	I_CLS	I_SENT	N	-
609	สภาวสุ	NN	NCMN	I_CLS	I_SENT	N	-
610	_	PU	NCMN	I_CLS	I_SENT	N	-
611	รอง	NN	VATT	I_CLS	I_SENT	N	-
612	นายก	NN	NCMN	I_CLS	I_SENT	N	-
613	รัฐมนตรี	NN	NCMN	I_CLS	I_SENT	N	-
614	_	PU	NCMN	I_CLS	I_SENT	N	-
615	แสดง	VV	VACT	I_CLS	I_SENT	N	-
616	ความ	FX	FIXN	I_CLS	I_SENT	N	-
617	รับผิดชอบ	VV	VSTA	I_CLS	I_SENT	N	-
618	ด้วย	PS	RPRE	I_CLS	I_SENT	N	-
619	การ	FX	FIXN	I_CLS	I_SENT	N	-
620	ลาออก	VV	VACT	I_CLS	I_SENT	N	-
621	จาก	PS	RPRE	I_CLS	I_SENT	N	-
622	ประธาน	NN	NCMN	I_CLS	I_SENT	N	-
623	บอร์ด	NN	NCMN	I_CLS	I_SENT	N	-
624	สำนักงานพัฒนา	NN	NCMN	I_CLS	I_SENT	N	-
625	เศรษฐกิจ	NN	NCMN	I_CLS	I_SENT	N	-
626	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
627	_	PU	NCMN	I_CLS	I_SENT	N	-
628	รวมทั้ง	VV	RPRE	B_CLS	I_SENT	Expansion.Conjunction	-
629	โยกย้าย	VV	NCMN	I_CLS	I_SENT	N	-
630	ผู้	FX	PREL	I_CLS	I_SENT	N	-
631	บริหาร	VV	VACT	I_CLS	I_SENT	N	-
632	โครงการ	NN	NCMN	I_CLS	I_SENT	N	-
633	ออก	VV	XVAE	I_CLS	I_SENT	N	-
634	จาก	PS	RPRE	I_CLS	I_SENT	N	-
635	ตำแหน่ง	NN	NCMN	I_CLS	I_SENT	N	-
636	_	PU	NCMN	I_CLS	I_SENT	N	-
637	คือ	VV	VSTA	I_CLS	I_SENT	N	-
638	_	PU	NCMN	I_CLS	I_SENT	N	-
639	นาย	NN	NTTL	I_CLS	I_SENT	N	-
640	สุมิท	NN	NPRP	I_CLS	I_SENT	N	-
641	_	PU	NCMN	I_CLS	I_SENT	N	-
642	แช่มประสิทธิ์	NN	NCMN	I_CLS	I_SENT	N	-
643	_	PU	NCMN	I_CLS	I_SENT	N	-
644	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
645	ผู้	FX	PPRS	I_CLS	I_SENT	N	-
646	อำนวยการ	VV	VACT	I_CLS	I_SENT	N	-
647	_	PU	NCMN	I_CLS	I_SENT	N	-
648	สพช.	NN	NCMN	I_CLS	I_SENT	N	-
649	_	PU	NCMN	I_CLS	I_SENT	N	-
650	และ	CC	JCRG	I_CLS	I_SENT	N	-
651	นาย	NN	NCMN	I_CLS	I_SENT	N	-
652	ประโภชฌ์	NN	NPRP	I_CLS	I_SENT	N	-
653	_	PU	NCMN	I_CLS	I_SENT	N	-
654	สภาวสุ	NN	NCMN	I_CLS	I_SENT	N	-
655	_	PU	NCMN	I_CLS	I_SENT	N	-
656	น้อง	NN	NCMN	I_CLS	I_SENT	N	-
657	ชาย	NN	NCMN	I_CLS	I_SENT	N	-
658	ของ	PS	RPRE	I_CLS	I_SENT	N	-
659	นาย	NN	NCMN	I_CLS	I_SENT	N	-
660	กอร์ปศักดิ์	NN	NPRP	I_CLS	I_SENT	N	-
661	_	PU	NCMN	I_CLS	I_SENT	N	-
662	ซึ่ง	CC	PREL	I_CLS	I_SENT	N	-
663	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
664	รอง	NN	NCMN	I_CLS	I_SENT	N	-
665	ผู้	FX	PREL	I_CLS	I_SENT	N	-
666	อำนวยการ	VV	VACT	I_CLS	I_SENT	N	-
667	_	PU	NCMN	I_CLS	I_SENT	N	-
668	สพช.	NN	NCMN	E_CLS	I_SENT	N	-

669	น.อ.	NN	NCMN	B_CLS	B_SENT	N	-
670	อนุดิษฐ์	NN	NCMN	I_CLS	I_SENT	N	-
671	_	PU	NCMN	I_CLS	I_SENT	N	-
672	ระบุ	VV	VACT	I_CLS	I_SENT	N	-
673	ว่า	CC	JSBR	E_CLS	I_SENT	N	-
674	_	PU	NCMN	O	I_SENT	N	-
675	ต้อง	AX	XVMM	B_CLS	I_SENT	N	-
676	ดู	VV	VACT	I_CLS	I_SENT	N	-
677	นาย	NN	NTTL	I_CLS	I_SENT	N	-
678	กอร์ปศักดิ์	NN	NPRP	I_CLS	I_SENT	N	-
679	แสดง	VV	VACT	I_CLS	I_SENT	N	-
680	ความ	FX	FIXN	I_CLS	I_SENT	N	-
681	รับผิดชอบ	VV	VSTA	I_CLS	I_SENT	N	-
682	ใน	PS	RPRE	I_CLS	I_SENT	N	-
683	วัน	NN	NCMN	I_CLS	I_SENT	N	-
684	นี้	AJ	DDAC	I_CLS	I_SENT	N	-
685	ก่อน	AV	ADVN	E_CLS	I_SENT	N	-
686	ว่า	CC	JSBR	B_CLS	I_SENT	N	-
687	รับผิดชอบ	VV	VSTA	I_CLS	I_SENT	N	-
688	อย่างไร	AV	PNTR	E_CLS	I_SENT	N	-
689	_	PU	NCMN	O	I_SENT	N	-
690	แต่	CC	JCRG	B_CLS	I_SENT	Comparison.Contrast	-
691	ถ้า	CC	JSBR	I_CLS	I_SENT	Contingency.Condition.Arg2-As-Cond	700
692	ยัง	AX	XVBM	I_CLS	I_SENT	N	-
693	ไม่	NG	NEG	I_CLS	I_SENT	N	-
694	แสดง	VV	VACT	I_CLS	I_SENT	N	-
695	ความ	FX	FIXN	I_CLS	I_SENT	N	-
696	รับผิดชอบ	VV	VSTA	I_CLS	I_SENT	N	-
697	พรรค	NN	NCMN	I_CLS	I_SENT	N	-
698	เพื่อ	CC	RPRE	I_CLS	I_SENT	N	-
699	ไทย	NN	NPRP	I_CLS	I_SENT	N	-
700	ก็	CC	JSBR	I_CLS	I_SENT	Contingency.Condition.Arg2-As-Cond	-
701	จะ	AX	XVBM	I_CLS	I_SENT	N	-
702	ยื่น	VV	VACT	E_CLS	I_SENT	N	-
703	ให้	CC	JSBR	B_CLS	I_SENT	N	-
704	ปลด	VV	VACT	I_CLS	I_SENT	N	-
705	ออก	AV	XVAE	I_CLS	I_SENT	N	-
706	จาก	PS	RPRE	I_CLS	I_SENT	N	-
707	ตำแหน่ง	NN	NCMN	I_CLS	I_SENT	N	-
708	ประธาน	NN	NCMN	I_CLS	I_SENT	N	-
709	บอร์ด	NN	NCMN	I_CLS	I_SENT	N	-
710	_	PU	NCMN	I_CLS	I_SENT	N	-
711	สพช.	NN	NCMN	I_CLS	I_SENT	N	-
712	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
713	อย่าง	FX	FIXV	I_CLS	I_SENT	N	-
714	น้อย	VV	VATT	E_CLS	I_SENT	N	-

715	เพราะ	CC	JSBR	B_CLS	B_SENT	Contingency.Cause.Reason	-
716	วัน	NN	NCMN	I_CLS	I_SENT	N	-
717	นี้	AJ	DDAC	I_CLS	I_SENT	N	-
718	_	PU	VACT	I_CLS	I_SENT	N	-
719	หาก	CC	JSBR	I_CLS	I_SENT	Contingency.Condition.Arg2-As-Cond	725
720	นาย	NN	NTTL	I_CLS	I_SENT	N	-
721	กอร์ปศักดิ์	NN	NPRP	I_CLS	I_SENT	N	-
722	แสดง	VV	VACT	I_CLS	I_SENT	N	-
723	สปิริต	NN	NCMN	I_CLS	I_SENT	N	-
724	เรา	PR	PPRS	I_CLS	I_SENT	N	-
725	ก็	CC	JSBR	I_CLS	I_SENT	Contingency.Condition.Arg2-As-Cond	-
726	พอใจ	VV	VSTA	I_CLS	I_SENT	N	-
727	แล้ว	AX	JSBR	E_CLS	I_SENT	N	-
728	_	PU	VACT	O	I_SENT	N	-
729	แต่	CC	JCRG	B_CLS	I_SENT	Comparison.Contrast	-
730	ใน	PS	RPRE	I_CLS	I_SENT	N	-
731	ส่วน	NN	NCMN	I_CLS	I_SENT	N	-
732	ของ	PS	RPRE	I_CLS	I_SENT	N	-
733	กระบวนการ	NN	NCMN	I_CLS	I_SENT	N	-
734	รับผิดชอบ	VV	VSTA	I_CLS	I_SENT	N	-
735	ทาง	NN	NCMN	I_CLS	I_SENT	N	-
736	กฎหมาย	NN	NCMN	I_CLS	I_SENT	N	-
737	นั้น	AJ	DDAC	I_CLS	I_SENT	N	-
738	ถือ	VV	VSTA	E_CLS	I_SENT	N	-
739	ว่า	CC	JSBR	B_CLS	I_SENT	N	-
740	ยัง	AX	XVBM	I_CLS	I_SENT	N	-
741	ไม่	NG	NEG	I_CLS	I_SENT	N	-
742	หมดสิ้น	VV	VSTA	I_CLS	I_SENT	N	-
743	_	PU	NCMN	I_CLS	I_SENT	N	-
744	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-
745	หา	VV	VACT	I_CLS	I_SENT	N	-
746	คน	NN	NCMN	I_CLS	I_SENT	N	-
747	ผิด	VV	VATT	I_CLS	I_SENT	N	-
748	มา	AV	XVAE	I_CLS	I_SENT	N	-
749	ลง	VV	VACT	I_CLS	I_SENT	N	-
750	โทษ	NN	NCMN	I_CLS	I_SENT	N	-
751	ให้	CC	JSBR	I_CLS	I_SENT	N	-
752	ได้	AX	VSTA	E_CLS	I_SENT	N	-

753	ดังนั้น	CC	JSBR	B_CLS	B_SENT	Contingency.Cause.Result	-
754	เชื่อ	VV	VSTA	E_CLS	I_SENT	N	-
755	ว่า	CC	JSBR	B_CLS	I_SENT	N	-
756	หาก	CC	JSBR	I_CLS	I_SENT	Contingency.Condition.Arg2-As-Cond	766
757	นาย	NN	NTTL	I_CLS	I_SENT	N	-
758	กอร์ปศักดิ์	NN	NPRP	I_CLS	I_SENT	N	-
759	กล้า	VV	NPRP	I_CLS	I_SENT	N	-
760	ปลด	VV	VACT	I_CLS	I_SENT	N	-
761	ตัวเอง	PR	PDMN	I_CLS	I_SENT	N	-
762	ออก	VV	XVAE	I_CLS	I_SENT	N	-
763	จาก	PS	RPRE	I_CLS	I_SENT	N	-
764	ตำแหน่ง	NN	NCMN	E_CLS	I_SENT	N	-
765	_	PU	NCMN	O	I_SENT	N	-
766	ก็	CC	JSBR	B_CLS	I_SENT	Contingency.Condition.Arg2-As-Cond	-
767	เชื่อ	VV	VSTA	I_CLS	I_SENT	N	-
768	ว่า	CC	JSBR	I_CLS	I_SENT	N	-
769	กระบวนการ	NN	NCMN	I_CLS	I_SENT	N	-
770	ทั้งหมด	AJ	DDAN	I_CLS	I_SENT	N	-
771	ที่	CC	PREL	I_CLS	I_SENT	N	-
772	ไม่	NG	NEG	I_CLS	I_SENT	N	-
773	โปร่งใส	VV	NCMN	I_CLS	I_SENT	N	-
774	นั้น	AJ	DDAC	I_CLS	I_SENT	N	-
775	_	PU	NCMN	I_CLS	I_SENT	N	-
776	ท่าน	PR	PPRS	I_CLS	I_SENT	N	-
777	ก็	CC	JSBR	I_CLS	I_SENT	N	-
778	คง	AX	XVBM	I_CLS	I_SENT	N	-
779	จะ	AX	XVBM	I_CLS	I_SENT	N	-
780	ไม่	NG	NEG	I_CLS	I_SENT	N	-
781	เอา	VV	VACT	I_CLS	I_SENT	N	-
782	ไว้	AX	XVAE	E_CLS	I_SENT	N	-

783	ทาง	PS	RPRE	B_CLS	B_SENT	N	-
784	ด้าน	NN	NCMN	I_CLS	I_SENT	N	-
785	การ	FX	FIXN	I_CLS	I_SENT	N	-
786	ตรวจสอบ	VV	VACT	I_CLS	I_SENT	N	-
787	ภายใน	PS	RPRE	I_CLS	I_SENT	N	-
788	ของ	PS	RPRE	I_CLS	I_SENT	N	-
789	พรรค	NN	NCMN	I_CLS	I_SENT	N	-
790	ประชาธิปัตย์	NN	NCMN	I_CLS	I_SENT	N	-
791	วัน	NN	NCMN	I_CLS	I_SENT	N	-
792	เดียว	NU	DIAC	I_CLS	I_SENT	N	-
793	กัน	PR	ADVN	I_CLS	I_SENT	N	-
794	นี้	AJ	DDAC	I_CLS	I_SENT	N	-
795	_	PU	PUNC	I_CLS	I_SENT	N	-
796	(	PU	PUNC	I_CLS	I_SENT	N	-
797	5	NU	DCNM	I_CLS	I_SENT	N	-
798	_	PU	PUNC	I_CLS	I_SENT	N	-
799	ส.ค.	NN	CMTR	I_CLS	I_SENT	N	-
800	)	PU	PUNC	I_CLS	I_SENT	N	-
801	_	PU	PUNC	I_CLS	I_SENT	N	-
802	ได้	AX	XVAM	I_CLS	I_SENT	N	-
803	มีการ	FX	VACT	I_CLS	I_SENT	N	-
804	ประชุม	VV	VACT	I_CLS	I_SENT	N	-
805	คณะ	NN	NCMN	I_CLS	I_SENT	N	-
806	กรรมการ	NN	NCMN	I_CLS	I_SENT	N	-
807	ตรวจสอบ	VV	VACT	I_CLS	I_SENT	N	-
808	การ	FX	FIXN	I_CLS	I_SENT	N	-
809	ทุจริต	VV	VACT	I_CLS	I_SENT	N	-
810	โครงการ	NN	NCMN	I_CLS	I_SENT	N	-
811	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
812	พอเพียง	VV	VSTA	I_CLS	I_SENT	N	-
813	_	PU	NCMN	I_CLS	I_SENT	N	-
814	จากนั้น	PS	JSBR	I_CLS	I_SENT	Temporal.Asynchronous.Precedence	-
815	_	PU	NCMN	I_CLS	I_SENT	N	-
816	นาย	NN	NTTL	I_CLS	I_SENT	N	-
817	นิพิฏฐ์	NN	NPRP	I_CLS	I_SENT	N	-
818	_	PU	NCMN	I_CLS	I_SENT	N	-
819	อินทรสมบัติ	NN	NCMN	I_CLS	I_SENT	N	-
820	_	PU	NCMN	I_CLS	I_SENT	N	-
821	ส.ส.	NN	NCMN	I_CLS	I_SENT	N	-
822	พัทลุง	NN	NCMN	I_CLS	I_SENT	N	-
823	_	PU	NCMN	I_CLS	I_SENT	N	-
824	เปิดเผย	VV	VACT	E_CLS	I_SENT	N	-
825	ว่า	CC	JSBR	B_CLS	I_SENT	N	-
826	ที่	NN	PREL	I_CLS	I_SENT	N	-
827	ประชุม	VV	VACT	I_CLS	I_SENT	N	-
828	ได้	AX	XVAE	I_CLS	I_SENT	N	-
829	เชิญ	VV	VACT	I_CLS	I_SENT	N	-
830	สมาชิก	NN	NCMN	I_CLS	I_SENT	N	-
831	สภา	NN	NCMN	I_CLS	I_SENT	N	-
832	_	PU	NCMN	I_CLS	I_SENT	N	-
833	กทม.	NN	NCMN	I_CLS	I_SENT	N	-
834	_	PU	NCMN	I_CLS	I_SENT	N	-
835	(	PU	PUNC	I_CLS	I_SENT	N	-
836	ส.ก.	NN	NCMN	I_CLS	I_SENT	N	-
837	)	PU	PUNC	I_CLS	I_SENT	N	-
838	_	PU	PUNC	I_CLS	I_SENT	N	-
839	2	NU	DCNM	I_CLS	I_SENT	N	-
840	_	PU	PUNC	I_CLS	I_SENT	N	-
841	คน	CL	CNIT	I_CLS	I_SENT	N	-
842	_	PU	NCMN	I_CLS	I_SENT	N	-
843	ที่	CC	PREL	I_CLS	I_SENT	N	-
844	ถูก	AX	XVAM	I_CLS	I_SENT	N	-
845	พาดพิง	VV	VACT	I_CLS	I_SENT	N	-
846	ใน	PS	RPRE	I_CLS	I_SENT	N	-
847	ทาง	NN	RPRE	I_CLS	I_SENT	N	-
848	สื่อ	NN	NCMN	I_CLS	I_SENT	N	-
849	มา	AV	XVAE	I_CLS	I_SENT	N	-
850	สอบถาม	VV	VACT	I_CLS	I_SENT	N	-
851	_	PU	NCMN	I_CLS	I_SENT	N	-
852	ได้รับการ	FX	NCMN	I_CLS	I_SENT	N	-
853	ปฏิเสธ	VV	VACT	I_CLS	I_SENT	N	-
854	ว่า	CC	JSBR	E_CLS	I_SENT	N	-
855	_	PU	NCMN	O	I_SENT	N	-
856	ไม่	NG	NEG	B_CLS	I_SENT	N	-
857	มี	VV	VSTA	I_CLS	I_SENT	N	-
858	ส่วน	NN	NCMN	I_CLS	I_SENT	N	-
859	เกี่ยวข้อง	VV	VSTA	E_CLS	I_SENT	N	-

860	แต่	CC	JCRG	B_CLS	B_SENT	Comparison.Concession.Arg2-As-Denier	-
861	คณะ	NN	NCMN	I_CLS	I_SENT	N	-
862	กรรมการ	NN	NCMN	I_CLS	I_SENT	N	-
863	จะ	AX	XVBM	I_CLS	I_SENT	N	-
864	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-
865	สอบ	VV	VACT	I_CLS	I_SENT	N	-
866	ต่อ	PS	RPRE	E_CLS	I_SENT	N	-
867	เพื่อ	CC	JSBR	B_CLS	I_SENT	Contingency.Purpose.Arg2-As-Goal	-
868	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
869	จิ๊กซอว์	NN	NCMN	E_CLS	I_SENT	N	-
870	_	PU	NCMN	O	I_SENT	N	-
871	และ	CC	JCRG	B_CLS	I_SENT	Expansion.Conjunction	-
872	ขยาย	VV	VACT	I_CLS	I_SENT	N	-
873	ผล	NN	NCMN	I_CLS	I_SENT	N	-
874	ให้	CC	JSBR	I_CLS	I_SENT	N	-
875	ได้	AX	VSTA	I_CLS	I_SENT	N	-
876	ว่า	CC	JSBR	I_CLS	I_SENT	N	-
877	สิ่ง	NN	NCMN	I_CLS	I_SENT	N	-
878	ผิดปกติ	VV	VATT	E_CLS	I_SENT	N	-
879	ที่	CC	PREL	B_CLS	I_SENT	N	-
880	เกิด	VV	VSTA	I_CLS	I_SENT	N	-
881	ขึ้น	AV	XVAE	I_CLS	I_SENT	N	-
